Antecedent;Consequent
 Beilage a 0,45|  Beilage a 0,45|  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30 ; SalatTeller   
 Beilage a 0,45|  Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  Semmeln ; Tagessuppe a 0,30   
 Beilage a 0,45|  Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  O-Saft frisch|  Tagessuppe a 0,30 ; Semmeln   
 Beilage a 0,45|  Beilage a 0,45|  Klassik Semmel 0,30|  Leberkäse Semmel|  Semmeln|  Tagessuppe a 0,30 ; O-Saft frisch   
 Beilage a 0,45|  Beilage a 0,45|  Leberkäse Semmel|  O-Saft frisch|  Semmeln|  Tagessuppe a 0,30 ; Klassik Semmel 0,30   
 Leberkäse Semmel|  Obst 0,40 ; O-Saft frisch   
 Obst 0,40|  Semmeln ; O-Saft frisch   
 Leberkäse Semmel|  Obst 0,40|  Semmeln ; O-Saft frisch   
 O-Saft frisch|  Obst 0,40|  Semmeln ; Leberkäse Semmel   
 Leberkäse Semmel|  Leberkäse Semmel|  Obst 0,40 ; O-Saft frisch|  Semmeln| 
 Leberkäse Semmel|  Leberkäse Semmel|  O-Saft frisch|  Obst 0,40 ; Semmeln   
 Leberkäse Semmel|  Leberkäse Semmel|  Obst 0,40|  Semmeln ; O-Saft frisch   
 Leberkäse Semmel|  Leberkäse Semmel ; Semmeln   
 Leberkäse Semmel|  Obstbecher 0,90 ; Semmeln   
 Leberkäse Semmel|  Leberkäse Semmel|  Obstbecher 0,90 ; Semmeln   
 Leberkäse Semmel|  O-Saft frisch|  Obstbecher 0,90 ; Semmeln   
 O-Saft frisch|  Obstbecher 0,90|  Semmeln ; Leberkäse Semmel   
 Leberkäse Semmel|  Leberkäse Semmel|  O-Saft frisch ; Semmeln   
 Leberkäse Semmel|  Leberkäse Semmel|  O-Saft frisch|  Obstbecher 0,90 ; Semmeln   
 Proz. Rabatt/Aufschl.|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln  ; Salat Schale   
 Salat Schale|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln  ; Proz. Rabatt/Aufschl.   
 BeiwerkSchale|  Chili con Carne |  Proz. Rabatt/Aufschl. ; Semmeln   
 BeiwerkSchale|  Proz. Rabatt/Aufschl.|  Semmeln ; Chili con Carne    
 Proz. Rabatt/Aufschl.|  Salat Schale|  Semmeln ; Chili con Carne    
 Beilage a 0,75|  Dessert a 0,80|  Proz. Rabatt/Aufschl. ; Tagessuppe a 0,30   
 Dessert a 0,80|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Beilage a 0,75   
 Breze 0,65|  Chili con Carne |  Proz. Rabatt/Aufschl. ; Salat Schale|  Tagessuppe a 0,30| 
 Breze 0,65|  Chili con Carne |  Salat Schale ; Tagessuppe a 0,30   
 Breze 0,65|  Proz. Rabatt/Aufschl.|  Salat Schale ; Tagessuppe a 0,30   
 Chili con Carne |  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Breze 0,65|  Salat Schale| 
 Proz. Rabatt/Aufschl.|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65   
 Breze 0,65|  Chili con Carne |  Tagessuppe a 0,30 ; Salat Schale   
 Breze 0,65|  Chili con Carne |  Proz. Rabatt/Aufschl.|  Salat Schale ; Tagessuppe a 0,30   
 Breze 0,65|  Chili con Carne |  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Salat Schale   
 Breze 0,65|  Chili con Carne |  Salat Schale|  Tagessuppe a 0,30 ; Proz. Rabatt/Aufschl.   
 Breze 0,65|  Proz. Rabatt/Aufschl.|  Salat Schale|  Tagessuppe a 0,30 ; Chili con Carne    
 Chili con Carne |  Proz. Rabatt/Aufschl.|  Salat Schale|  Tagessuppe a 0,30 ; Breze 0,65   
 Beilage a 0,75|  Dessert a 0,60|  Proz. Rabatt/Aufschl. ; Tagessuppe a 0,30   
 Beilage a 0,75|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60 ; Dessert a 0,60|  Tagessuppe a 0,30| 
 Beilage a 0,75|  Dessert a 0,60|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Beilage a 0,75|  Dessert a 0,60|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Beilage a 0,75|  Dessert a 0,60|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Beilage a 0,75|  Dessert a 0,60|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Proz. Rabatt/Aufschl.   
 Beilage a 0,75|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Dessert a 0,60   
 Beilage a 0,45|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60 ; Dessert a 0,60|  Tagessuppe a 0,30| 
 Beilage a 0,45|  Dessert a 0,60|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Beilage a 0,45|  Dessert a 0,60|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Beilage a 0,45|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60|  Tagessuppe a 0,30 ; Dessert a 0,60   
 Klassik Semmel 0,30|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Klassik Semmel 0,30|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 Dessert a 0,60|  Proz. Rabatt/Aufschl.|  Salat Port.  0,60 ; Tagessuppe a 0,30   
 Dessert a 0,60|  Proz. Rabatt/Aufschl.|  Tagessuppe a 0,30 ; Salat Port.  0,60   
 O-Saft frisch|  Proz. Rabatt/Aufschl.|  SalatTeller ; Tagessuppe a 0,30   
 Molkereiprodukte 0,25|  Penne Integrale mit Ratatouille  ; Salat Port.  0,60   
 Penne Integrale mit Ratatouille |  Penne Integrale mit Ratatouille  ; Dessert a 0,60   
 Breze 0,65|  Dessert a 0,60|  O-Saft frisch ; Penne Integrale mit Ratatouille    
 Breze 0,65|  Dessert a 0,60|  Penne Integrale mit Ratatouille  ; O-Saft frisch   
 Breze 0,65|  O-Saft frisch|  Penne Integrale mit Ratatouille  ; Dessert a 0,60   
 Dessert a 0,60|  O-Saft frisch|  Penne Integrale mit Ratatouille  ; Breze 0,65   
 SalatTeller|  SalatTeller|  SalatTeller ; Penne Integrale mit Ratatouille    
 Dessert a 0,60|  Grill ; Suppe 1,00   
 Grill|  Salat Port.  0,60 ; Salat Schale   
 Beilage a 0,45|  Grill|  O-Saft frisch ; Suppe 1,00   
 BIO Molkerei 0,50|  Suppe 1,00 ; Salat Schale   
 BIO Molkerei 0,50|  Kornsemmel 0,40 ; Port. Butter Honig ec   
 BIO Molkerei 0,50|  BIO Molkerei 0,80 ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Salat Schale ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80 ; Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Salat Schale ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Salat Schale ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Salat Schale ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Salat Schale| 
 BIO Molkerei 0,50|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 BIO Molkerei 0,80|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Obstbecher 0,90 ; BIO Molkerei 0,55 _|  Salat Schale|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  Obstbecher 0,90|  Salat Schale ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Obstbecher 0,90 ; Salat Schale|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Salat Schale| 
 BIO Molkerei 0,55 _|  Salat Schale|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Salat Schale ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Tagessuppe a 0,30 ; Obstbecher 0,90|  Salat Schale| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Salat Schale|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Salat Schale|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  Obstbecher 0,90|  Salat Schale ; Tagessuppe a 0,30   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Obstbecher 0,90 ; Salat Schale|  Tagessuppe a 0,30| 
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Obstbecher 0,90|  Salat Schale ; Tagessuppe a 0,30   
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale ; Tagessuppe a 0,30   
 Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Obstbecher 0,90|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Salat Schale| 
 BIO Molkerei 0,50|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Obstbecher 0,90|  Tagessuppe a 0,30 ; Salat Schale   
 BIO Molkerei 0,55 _|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,80   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale ; Tagessuppe a 0,30   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Obstbecher 0,90|  Tagessuppe a 0,30 ; Salat Schale   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Salat Schale|  Tagessuppe a 0,30 ; Obstbecher 0,90   
 BIO Molkerei 0,50|  BIO Molkerei 0,55 _|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,80   
 BIO Molkerei 0,50|  BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _   
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Obstbecher 0,90|  Salat Schale|  Tagessuppe a 0,30 ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  Grill ; Tagessuppe a 0,30   
 BIO Back 0,45|  BIO Molkerei 0,50|  O-Saft frisch ; Obst 0,40   
 BIO Back 0,45|  BIO Molkerei 0,50|  Obst 0,40 ; O-Saft frisch   
 BIO Back 0,45|  O-Saft frisch|  Obst 0,40 ; BIO Molkerei 0,50   
 BIO Molkerei 0,50|  O-Saft frisch|  Obst 0,40 ; BIO Back 0,45   
" Obst 0,40|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen  "; Salat Port.  0,60|  belegte Backw. 1,70| 
" Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  belegte Backw. 1,70 "; Obst 0,40|  Salat Port.  0,60| 
" Obst 0,40|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  Salat Port.  0,60 "; belegte Backw. 1,70   
" Obst 0,40|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  belegte Backw. 1,70 "; Salat Port.  0,60   
 Obst 0,40|  Salat Port.  0,60|  belegte Backw. 1,70 ;" Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen    "
" Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  Salat Port.  0,60|  belegte Backw. 1,70 "; Obst 0,40   
" BeiwerkSchale|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen  "; Tagessuppe a 0,30   
" Breze 0,65|  O-Saft frisch|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen  "; Tagessuppe a 0,30   
" Breze 0,65|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  Tagessuppe a 0,30 "; O-Saft frisch   
" Fixer Rabatt/Aufschl.|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  Salat Port.  0,60 "; Tagessuppe a 0,30   
" Fixer Rabatt/Aufschl.|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  Tagessuppe a 0,30 "; Salat Port.  0,60   
" O-Saft frisch|  Risotto ""Brunoise"" mit Bio Bulgur und Putenbruststreifen |  SalatTeller "; Salat Port.  0,60   
 Dessert a 0,80|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln  ; Tagessuppe a 0,30   
 Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  belegte Backw. 1,70 ; Dessert a 1,60|  O-Saft frisch|  Tagessuppe a 0,30| 
 Dessert a 1,60|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  Tagessuppe a 0,30 ; O-Saft frisch   
 Dessert a 1,60|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  belegte Backw. 1,70 ; O-Saft frisch|  Tagessuppe a 0,30| 
 Dessert a 1,60|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; O-Saft frisch   
 Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Dessert a 1,60|  O-Saft frisch| 
 Dessert a 1,60|  O-Saft frisch|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  Tagessuppe a 0,30 ; belegte Backw. 1,70   
 Dessert a 1,60|  O-Saft frisch|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  belegte Backw. 1,70 ; Tagessuppe a 0,30   
 Dessert a 1,60|  O-Saft frisch|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln    
 Dessert a 1,60|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  Tagessuppe a 0,30|  belegte Backw. 1,70 ; O-Saft frisch   
 O-Saft frisch|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Dessert a 1,60   
 BIO Molkerei 0,55 _|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln  ; O-Saft frisch   
 Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln |  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln  ; O-Saft frisch   
 Dessert a 1,60|  Tafelspitz vom Rind mit Meerrettich und Bouillonkartoffeln  ; O-Saft frisch   
 BIO Molkerei 0,80|  Klassik Semmel 0,30 ; BIO Back 0,45|  Kornsemmel 0,40|  O-Saft frisch| 
 Klassik Semmel 0,30|  Kornsemmel 0,40 ; BIO Back 0,45|  O-Saft frisch| 
 BIO Back 0,45|  BIO Molkerei 0,80|  Klassik Semmel 0,30 ; Kornsemmel 0,40|  O-Saft frisch| 
 BIO Back 0,45|  BIO Molkerei 0,80|  Kornsemmel 0,40 ; O-Saft frisch   
 BIO Back 0,45|  Klassik Semmel 0,30|  Kornsemmel 0,40 ; O-Saft frisch   
 BIO Molkerei 0,80|  Klassik Semmel 0,30|  Kornsemmel 0,40 ; BIO Back 0,45|  O-Saft frisch| 
 BIO Molkerei 0,80|  Klassik Semmel 0,30|  O-Saft frisch ; BIO Back 0,45|  Kornsemmel 0,40| 
 BIO Molkerei 0,80|  Kornsemmel 0,40|  O-Saft frisch ; BIO Back 0,45   
 Klassik Semmel 0,30|  Kornsemmel 0,40|  O-Saft frisch ; BIO Back 0,45   
 BIO Back 0,45|  BIO Molkerei 0,80|  O-Saft frisch ; Kornsemmel 0,40   
 BIO Back 0,45|  Klassik Semmel 0,30|  O-Saft frisch ; Kornsemmel 0,40   
 BIO Back 0,45|  Kornsemmel 0,40|  O-Saft frisch ; Klassik Semmel 0,30   
 BIO Back 0,45|  BIO Molkerei 0,80|  Klassik Semmel 0,30|  Kornsemmel 0,40 ; O-Saft frisch   
 BIO Back 0,45|  BIO Molkerei 0,80|  Klassik Semmel 0,30|  O-Saft frisch ; Kornsemmel 0,40   
 BIO Back 0,45|  BIO Molkerei 0,80|  Kornsemmel 0,40|  O-Saft frisch ; Klassik Semmel 0,30   
 BIO Back 0,45|  Klassik Semmel 0,30|  Kornsemmel 0,40|  O-Saft frisch ; BIO Molkerei 0,80   
 BIO Molkerei 0,80|  Klassik Semmel 0,30|  Kornsemmel 0,40|  O-Saft frisch ; BIO Back 0,45   
" BIO Molkerei 0,80|  Vollkornreispfanne ""Griechisch""  "; O-Saft frisch   
 BIO Molkerei 0,80|  Dessert a 0,80 ; Backwaren Kuchen 1,30|  Beilage a 0,75|  Breze 0,65|  Salat Port.  0,60| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Dessert a 0,80 ; Beilage a 0,75|  Breze 0,65|  Salat Port.  0,60| 
 BIO Molkerei 0,80|  Breze 0,65|  Dessert a 0,80 ; Backwaren Kuchen 1,30|  Beilage a 0,75|  Salat Port.  0,60| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Beilage a 0,75|  Dessert a 0,80 ; Breze 0,65|  Salat Port.  0,60| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Breze 0,65|  Dessert a 0,80 ; Beilage a 0,75|  Salat Port.  0,60| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Dessert a 0,80 ; Backwaren Kuchen 1,30|  Salat Port.  0,60| 
 BIO Molkerei 0,80|  Salat Port.  0,60 ; Backwaren Kuchen 1,30|  Beilage a 0,75|  Breze 0,65|  Dessert a 0,80| 
 BIO Molkerei 0,80|  Dessert a 0,80|  Salat Port.  0,60 ; Backwaren Kuchen 1,30|  Beilage a 0,75|  Breze 0,65| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Salat Port.  0,60 ; Beilage a 0,75|  Breze 0,65|  Dessert a 0,80| 
 Backwaren Kuchen 1,30|  Dessert a 0,80|  Salat Port.  0,60 ; Beilage a 0,75|  Breze 0,65| 
 BIO Molkerei 0,80|  Breze 0,65|  Salat Port.  0,60 ; Backwaren Kuchen 1,30|  Beilage a 0,75|  Dessert a 0,80| 
 Backwaren Kuchen 1,30|  Breze 0,65|  Salat Port.  0,60 ; Beilage a 0,75|  Dessert a 0,80| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Beilage a 0,75|  Salat Port.  0,60 ; Breze 0,65|  Dessert a 0,80| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Dessert a 0,80|  Salat Port.  0,60 ; Beilage a 0,75|  Breze 0,65| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Dessert a 0,80|  Salat Port.  0,60 ; Backwaren Kuchen 1,30|  Breze 0,65| 
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Salat Port.  0,60 ; Backwaren Kuchen 1,30|  Dessert a 0,80| 
 BIO Molkerei 0,80|  Breze 0,65|  Dessert a 0,80|  Salat Port.  0,60 ; Backwaren Kuchen 1,30|  Beilage a 0,75| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Breze 0,65|  Salat Port.  0,60 ; Beilage a 0,75|  Dessert a 0,80| 
 Backwaren Kuchen 1,30|  Breze 0,65|  Dessert a 0,80|  Salat Port.  0,60 ; Beilage a 0,75   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Beilage a 0,75|  Breze 0,65|  Dessert a 0,80 ; Salat Port.  0,60   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Beilage a 0,75|  Breze 0,65|  Salat Port.  0,60 ; Dessert a 0,80   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Beilage a 0,75|  Dessert a 0,80|  Salat Port.  0,60 ; Breze 0,65   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Breze 0,65|  Dessert a 0,80|  Salat Port.  0,60 ; Beilage a 0,75   
 BIO Molkerei 0,80|  Beilage a 0,75|  Breze 0,65|  Dessert a 0,80|  Salat Port.  0,60 ; Backwaren Kuchen 1,30   
 Backwaren Kuchen 1,30|  Beilage a 0,75|  Breze 0,65|  Dessert a 0,80|  Salat Port.  0,60 ; BIO Molkerei 0,80   
 Asia Noodles mit Gemüse und Chunky Stripes |  BIO Molkerei 0,80 ; O-Saft frisch   
 BIO Molkerei 0,80|  BeiwerkSchale ; BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  Obstbecher 0,90|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BeiwerkSchale|  belegte Backw. 1,70 ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  BeiwerkSchale ; Backwaren Kuchen 1,30|  Obstbecher 0,90|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BeiwerkSchale|  Obstbecher 0,90 ; Tagessuppe a 0,30   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  BeiwerkSchale ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BIO Molkerei 0,80|  BeiwerkSchale|  belegte Backw. 1,70 ; BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 Backwaren Kuchen 1,30|  BeiwerkSchale|  belegte Backw. 1,70 ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  BeiwerkSchale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  Obstbecher 0,90|  belegte Backw. 1,70| 
 BIO Molkerei 0,80|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  Obstbecher 0,90| 
 BeiwerkSchale|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  BeiwerkSchale ; Backwaren Kuchen 1,30|  Obstbecher 0,90|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BIO Molkerei 0,55 _|  BeiwerkSchale|  belegte Backw. 1,70 ; Backwaren Kuchen 1,30|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  BeiwerkSchale|  Obstbecher 0,90 ; BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BeiwerkSchale|  Obstbecher 0,90|  belegte Backw. 1,70 ; Tagessuppe a 0,30   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 Backwaren Kuchen 1,30|  BeiwerkSchale|  Tagessuppe a 0,30 ; Obstbecher 0,90|  belegte Backw. 1,70| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Backwaren Kuchen 1,30 ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  BeiwerkSchale ; Obstbecher 0,90|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 Backwaren Kuchen 1,30|  BeiwerkSchale|  Obstbecher 0,90 ; Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BIO Molkerei 0,55 _|  BeiwerkSchale|  Tagessuppe a 0,30 ; Backwaren Kuchen 1,30|  Obstbecher 0,90|  belegte Backw. 1,70| 
 BeiwerkSchale|  Obstbecher 0,90|  Tagessuppe a 0,30 ; belegte Backw. 1,70   
 BIO Molkerei 0,55 _|  BeiwerkSchale|  Obstbecher 0,90 ; Backwaren Kuchen 1,30|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 Backwaren Kuchen 1,30|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Obstbecher 0,90   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  BeiwerkSchale|  Tagessuppe a 0,30 ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  belegte Backw. 1,70| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  BeiwerkSchale|  belegte Backw. 1,70 ; BIO Molkerei 0,55 _|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; BIO Molkerei 0,55 _|  Obstbecher 0,90| 
 BIO Molkerei 0,80|  BeiwerkSchale|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  Obstbecher 0,90| 
 Backwaren Kuchen 1,30|  BeiwerkSchale|  Tagessuppe a 0,30|  belegte Backw. 1,70 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  belegte Backw. 1,70 ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  BeiwerkSchale ; Obstbecher 0,90|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  belegte Backw. 1,70 ; Obstbecher 0,90   
 BIO Molkerei 0,55 _|  BIO Molkerei 0,80|  BeiwerkSchale|  belegte Backw. 1,70 ; Backwaren Kuchen 1,30|  Obstbecher 0,90|  Tagessuppe a 0,30| 
 BIO Molkerei 0,55 _|  Backwaren Kuchen 1,30|  BeiwerkSchale|  belegte Backw. 1,70 ; Obstbecher 0,90|  Tagessuppe a 0,30| 
 Backwaren Kuchen 1,30|  Obstbecher 0,90|  belegte Backw. 1,70 ; Tagessuppe a 0,30   
 BIO Molkerei 0,80|  Backwaren Kuchen 1,30|  BeiwerkSchale|  Obstbecher 0,90 ; BIO Molkerei 0,55 _|  Tagessuppe a 0,30|  belegte Backw. 1,70| 
